r_r_lPFC,Time
0.317214142,443.2629809
0.345465482,443.6561941
0.384383304,444.0494072
0.44264779,444.4426204
0.514907231,444.8358335
0.589785265,445.2290467
0.661215253,445.6222598
0.726318702,446.0154729
0.76999541,446.4086861
0.7670051,446.8018992
0.701012182,447.1951124
0.577067037,447.5883255
0.413082324,447.9815386
0.236572645,448.3747518
0.057335891,448.7679649
-0.127754033,449.1611781
-0.304803491,449.5543912
-0.45016439,449.9476043
-0.548718822,450.3408175
-0.593479945,450.7340306
-0.582003371,451.1272438
-0.515371958,451.5204569
-0.399484431,451.9136701
-0.24535559,452.3068832
-0.070582935,452.7000963
0.097445576,453.0933095
0.243666971,453.4865226
0.35944008,453.8797358
0.43304116,454.2729489
0.4551867,454.666162
0.417294048,455.0593752
0.329655231,455.4525883
0.216940439,455.8458015
0.094851693,456.2390146
-0.025758728,456.6322277
-0.129451383,457.0254409
-0.194180649,457.418654
-0.208564084,457.8118672
-0.175633422,458.2050803
-0.099250151,458.5982935
0.019629575,458.9915066
0.181973529,459.3847197
0.380040353,459.7779329
0.583951729,460.171146
0.750253701,460.5643592
0.842543514,460.9575723
0.854744161,461.3507854
0.793273525,461.7439986
0.67901771,462.1372117
0.534327213,462.5304249
0.380300695,462.923638
0.246086312,463.3168511
0.150885266,463.7100643
0.095040478,464.1032774
0.075824477,464.4964906
0.088832132,464.8897037
0.129204808,465.2829169
0.19467544,465.67613
0.287682606,466.0693431
0.412902376,466.4625563
0.572521453,466.8557694
0.754791938,467.2489826
0.914938737,467.6421957
1.008924421,468.0354088
1.024360369,468.428622
0.965678997,468.8218351
0.843567414,469.2150483
0.67757133,469.6082614
0.489381398,470.0014745
0.284658409,470.3946877
0.071476308,470.7879008
-0.12676782,471.181114
-0.289519583,471.5743271
-0.404129868,471.9675403
-0.469199267,472.3607534
-0.501625234,472.7539665
-0.516734511,473.1471797
-0.515678254,473.5403928
-0.493749467,473.933606
-0.450108561,474.3268191
-0.393052946,474.7200322
-0.342909523,475.1132454
-0.325558414,475.5064585
-0.345778435,475.8996717
-0.400759871,476.2928848
-0.493047809,476.6860979
-0.615939462,477.0793111
-0.736257225,477.4725242
-0.814452574,477.8657374
-0.8449542,478.2589505
-0.83270046,478.6521637
-0.77617697,479.0453768
-0.685173138,479.4385899
-0.575983888,479.8318031
-0.470183579,480.2250162
-0.39074524,480.6182294
-0.343416226,481.0114425
-0.322603356,481.4046556
-0.324658663,481.7978688
-0.348217194,482.1910819
-0.392966862,482.5842951
-0.459116505,482.9775082
-0.547078808,483.3707213
-0.656996928,483.7639345
-0.787673722,484.1571476
-0.929620583,484.5503608
-1.041304812,484.9435739
-1.070055655,485.3367871
-1.034086341,485.7300002
-0.983740619,486.1232133
-0.940725393,486.5164265
-0.904384027,486.9096396
-0.874865203,487.3028528
-0.853417309,487.6960659
-0.840032105,488.089279
-0.833428718,488.4824922
-0.832329433,488.8757053
-0.836119189,489.2689185
-0.84475664,489.6621316
-0.858642533,490.0553447
-0.878791635,490.4485579
-0.904266435,490.841771
-0.931216619,491.2349842
-0.960156334,491.6281973
-0.990360835,492.0214105
-1.014014658,492.4146236
-1.01484567,492.8078367
-0.994607623,493.2010499
-0.983007382,493.594263
-0.980689505,493.9874762
-0.980725475,494.3806893
-0.98302168,494.7739024
-0.986041504,495.1671156
-0.982382761,495.5603287
-0.971409543,495.9535419
-0.957916792,496.346755
-0.944972943,496.7399681
-0.934034623,497.1331813
-0.925832643,497.5263944
-0.920712522,497.9196076
-0.918478244,498.3128207
-0.917560955,498.7060339
-0.918069711,499.099247
-0.92576384,499.4924601
-0.945025315,499.8856733
-0.978507624,500.2788864
-1.014406308,500.6720996
-1.020892776,501.0653127
-0.980430597,501.4585258
-0.904289779,501.851739
-0.813706569,502.2449521
-0.722973242,502.6381653
-0.634077226,503.0313784
-0.543400432,503.4245915
-0.455240649,503.8178047
-0.372092791,504.2110178
-0.288498472,504.604231
-0.201880721,504.9974441
-0.113180924,505.3906573
-0.021168914,505.7838704
0.072203584,506.1770835
0.162310102,506.5702967
0.244439342,506.9635098
0.315644049,507.356723
0.377220491,507.7499361
0.438977213,508.1431492
0.521427708,508.5363624
0.637613622,508.9295755
0.768958436,509.3227887
0.888022293,509.7160018
0.985959375,510.1092149
1.067510881,510.5024281
1.119545659,510.8956412
1.119574966,511.2888544
1.062140607,511.6820675
0.951208446,512.0752807
0.794248928,512.4684938
0.601557163,512.8617069
0.395901967,513.2549201
0.204699318,513.6481332
0.043118845,514.0413464
-0.081511907,514.4345595
-0.164073472,514.8277726
-0.198159479,515.2209858
-0.176032388,515.6141989
-0.104060331,516.0074121
-0.008715049,516.4006252
0.089996984,516.7938384
0.184400292,517.1870515
0.271095361,517.5802646
0.343676617,517.9734778
0.385407732,518.3666909
0.367653535,518.7599041
0.280575287,519.1531172
0.136972742,519.5463303
-0.051596648,519.9395435
-0.267879093,520.3327566
-0.483816534,520.7259698
-0.67386963,521.1191829
-0.82880647,521.512396
-0.947335273,521.9056092
-1.023543078,522.2988223
-1.051101396,522.6920355
-1.033060366,523.0852486
-0.98310824,523.4784618
-0.927392801,523.8716749
-0.889217029,524.264888
-0.868950343,524.6581012
-0.859950869,525.0513143
-0.858650557,525.4445275
-0.864453561,525.8377406
-0.878860661,526.2309537
-0.899700436,526.6241669
-0.913618829,527.01738
-0.912930005,527.4105932
-0.903370508,527.8038063
-0.889229483,528.1970194
-0.872694433,528.5902326
-0.859549996,528.9834457
-0.853625516,529.3766589
-0.851728002,529.769872
-0.848629424,530.1630852
-0.844769085,530.5562983
-0.844911223,530.9495114
-0.850079904,531.3427246
-0.858620984,531.7359377
-0.869529271,532.1291509
-0.882590221,532.522364
-0.898543251,532.9155771
-0.920282913,533.3087903
-0.954041929,533.7020034
-1.002573529,534.0952166
-1.042015196,534.4884297
-1.021422276,534.8816428
-0.948212838,535.274856
-0.863859034,535.6680691
-0.783092096,536.0612823
-0.709125988,536.4544954
-0.64429132,536.8477086
-0.591882753,537.2409217
-0.552247789,537.6341348
-0.512818725,538.027348
-0.45719795,538.4205611
-0.383619468,538.8137743
-0.305931149,539.2069874
-0.240033596,539.6002005
-0.196340461,539.9934137
-0.180846348,540.3866268
-0.196994441,540.77984
-0.245744076,541.1730531
-0.322552806,541.5662662
-0.410865475,541.9594794
-0.482758181,542.3526925
-0.529245146,542.7459057
-0.588914692,543.1391188
-0.667519065,543.532332
-0.736883723,543.9255451
-0.78460011,544.3187582
-0.819443998,544.7119714
-0.860108581,545.1051845
-0.894230397,545.4983977
-0.891665768,545.8916108
-0.842095693,546.2848239
-0.757914705,546.6780371
-0.655504711,547.0712502
-0.542690326,547.4644634
-0.421780909,547.8576765
-0.293678346,548.2508896
-0.157602039,548.6441028
-0.01448428,549.0373159
0.130511296,549.4305291
0.271584605,549.8237422
0.404852183,550.2169554
0.522516924,550.6101685
0.612303399,551.0033816
0.674790755,551.3965948
0.714876972,551.7898079
0.730766787,552.1830211
0.713077842,552.5762342
0.6644028,552.9694473
0.612464459,553.3626605
0.573855952,553.7558736
0.548558815,554.1490868
0.534719424,554.5422999
0.531617644,554.935513
0.540088231,555.3287262
0.563767604,555.7219393
0.606398641,556.1151525
0.667842828,556.5083656
0.74741826,556.9015788
0.83958432,557.2947919
0.930244976,557.688005
0.99625106,558.0812182
1.012072221,558.4744313
0.962422356,558.8676445
0.857290298,559.2608576
0.718982767,559.6540707
0.558782396,560.0472839
0.376382254,560.440497
0.178359215,560.8337102
-0.013248528,561.2269233
-0.178110896,561.6201364
-0.305122607,562.0133496
-0.388548999,562.4065627
-0.424553528,562.7997759
-0.40860797,563.192989
-0.337445487,563.5862022
-0.231931025,563.9794153
-0.119303316,564.3726284
0.00254983,564.7658416
0.134822453,565.1590547
0.26655474,565.5522679
0.386213419,565.945481
0.489905735,566.3386941
0.577393911,566.7319073
0.647436852,567.1251204
0.693264199,567.5183336
0.71065543,567.9115467
0.715424745,568.3047598
0.735879789,568.697973
0.770573223,569.0911861
0.797419542,569.4843993
0.803584357,569.8776124
0.785128871,570.2708256
0.741598265,570.6640387
0.67202249,571.0572518
0.569978252,571.450465
0.421478824,571.8436781
0.235017487,572.2368913
0.044821435,572.6301044
-0.131587059,573.0233175
-0.293619636,573.4165307
-0.441028689,573.8097438
-0.571259593,574.202957
-0.681441669,574.5961701
-0.770794627,574.9893832
-0.841331706,575.3825964
-0.890231475,575.7758095
-0.904714299,576.1690227
-0.877696285,576.5622358
-0.829624432,576.955449
-0.779306805,577.3486621
-0.733457013,577.7418752
-0.696070341,578.1350884
-0.669057888,578.5283015
-0.652955784,578.9215147
-0.647297574,579.3147278
-0.650569986,579.7079409
-0.659966646,580.1011541
-0.672740017,580.4943672
-0.693104539,580.8875804
-0.729197184,581.2807935
-0.773386569,581.6740066
-0.812493938,582.0672198
-0.848312003,582.4604329
-0.885673772,582.8536461
-0.920391732,583.2468592
-0.94343593,583.6400724
-0.944904562,584.0332855
-0.914354223,584.4264986
-0.860681294,584.8197118
-0.804064714,585.2129249
-0.753183226,585.6061381
-0.708493261,585.9993512
-0.671079299,586.3925643
-0.643505612,586.7857775
-0.630432927,587.1789906
-0.640006115,587.5722038
-0.670316762,587.9654169
-0.699212048,588.35863
-0.709033603,588.7518432
-0.686420137,589.1450563
-0.621367932,589.5382695
-0.532962121,589.9314826
-0.454014156,590.3246958
-0.395426744,590.7179089
-0.354550047,591.111122
-0.330976869,591.5043352
-0.325626554,591.8975483
-0.333758144,592.2907615
-0.354000498,592.6839746
-0.388188948,593.0771877
-0.437680874,593.4704009
-0.503508675,593.863614
-0.586877752,594.2568272
-0.686826721,594.6500403
-0.790036235,595.0432534
-0.880631671,595.4364666
-0.943356588,595.8296797
-0.962797933,596.2228929
-0.943846873,596.616106
-0.898733805,597.0093192
-0.845521782,597.4025323
-0.806381285,597.7957454
-0.787171246,598.1889586
-0.781974797,598.5821717
-0.787892951,598.9753849
-0.802604996,599.368598
-0.819353698,599.7618111
-0.837510976,600.1550243
-0.85939451,600.5482374
-0.8848804,600.9414506
-0.912987254,601.3346637
-0.942718122,601.7278768
-0.973197658,602.12109
-1.00363075,602.5143031
-1.03432563,602.9075163
-1.068581499,603.3007294
-1.091423297,603.6939426
-1.079451531,604.0871557
-1.025300559,604.4803688
-0.932347336,604.873582
-0.807295067,605.2667951
-0.657183993,605.6600083
-0.488336757,606.0532214
-0.305880176,606.4464345
-0.113701792,606.8396477
0.085667574,607.2328608
0.287920583,607.626074
0.48056589,608.0192871
0.654608694,608.4125002
0.805514004,608.8057134
0.923237989,609.1989265
0.999960372,609.5921397
1.034978058,609.9853528
1.029243613,610.378566
0.990600974,610.7717791
0.941995248,611.1649922
0.911379796,611.5582054
0.902606663,611.9514185
0.899694551,612.3446317
0.885244353,612.7378448
0.855285273,613.1310579
0.818205934,613.5242711
0.783432421,613.9174842
0.759403944,614.3106974
0.753930664,614.7039105
0.763312372,615.0971236
0.767049402,615.4903368
0.749298106,615.8835499
0.703766656,616.2767631
0.62698513,616.6699762
0.51473147,617.0631894
0.379813755,617.4564025
0.251125126,617.8496156
0.144892702,618.2428288
0.066821668,618.6360419
0.018510781,619.0292551
-0.000817029,619.4224682
0.005988884,619.8156813
0.035037756,620.2088945
0.083080883,620.6021076
0.142434701,620.9953208
0.203373146,621.3885339
0.267868564,621.781747
0.345585859,622.1749602
0.437960092,622.5681733
0.52903257,622.9613865
0.589164824,623.3545996
0.598642814,623.7478128
0.551697061,624.1410259
0.45111454,624.534239
0.30840844,624.9274522
0.146621608,625.3206653
-0.012516403,625.7138785
-0.164992537,626.1070916
-0.311491579,626.5003047
-0.451789442,626.8935179
-0.577856476,627.286731
-0.669627815,627.6799442
-0.725019764,628.0731573
-0.763733587,628.4663704
-0.806059234,628.8595836
-0.850396495,629.2527967
-0.877653657,629.6460099
-0.877585375,630.039223
-0.855093822,630.4324362
-0.824149262,630.8256493
-0.805104996,631.2188624
-0.809048585,631.6120756
-0.82347016,632.0052887
-0.8260273,632.3985019
-0.80638677,632.791715
-0.775931976,633.1849281
-0.750313811,633.5781413
-0.739355058,633.9713544
-0.74583729,634.3645676
-0.754544846,634.7577807
-0.736047509,635.1509938
-0.672796371,635.544207
-0.5768372,635.9374201
-0.462795378,636.3306333
-0.334741476,636.7238464
-0.195495037,637.1170596
-0.048134213,637.5102727
0.106208871,637.9034858
0.266959191,638.296699
0.424689403,638.6899121
0.563608026,639.0831253
0.676221782,639.4763384
0.765860598,639.8695515
0.82965869,640.2627647
0.841953198,640.6559778
0.794425394,641.049191
0.697800784,641.4424041
0.556729853,641.8356172
0.380125068,642.2288304
0.189006922,642.6220435
0.000349903,643.0152567
-0.180553945,643.4084698
-0.350135706,643.801683
-0.504131803,644.1948961
-0.639755632,644.5881092
-0.757941858,644.9813224
-0.861657626,645.3745355
-0.947363652,645.7677487
-0.997730292,646.1609618
-1.003261161,646.5541749
-0.968498087,646.9473881
-0.897936242,647.3406012
-0.795949647,647.7338144
-0.667710389,648.1270275
-0.516969723,648.5202406
-0.333839826,648.9134538
-0.126813645,649.3066669
0.083218538,649.6998801
0.287521615,650.0930932
0.477202297,650.4863064
0.640329985,650.8795195
0.775788359,651.2727326
0.883268329,651.6659458
0.958826149,652.0591589
0.997239854,652.4523721
0.996206376,652.8455852
0.962895971,653.2387983
0.918041885,653.6320115
0.887018965,654.0252246
0.876175446,654.4184378
0.87780098,654.8116509
0.887210923,655.204864
0.899812661,655.5980772
0.911932224,655.9912903
0.925181836,656.3845035
0.940976275,656.7777166
0.959446896,657.1709298
0.980176105,657.5641429
1.000472256,657.957356
1.00931569,658.3505692
0.99814277,658.7437823
0.977976509,659.1369955
0.958347694,659.5302086
0.941732481,659.9234217
0.928537836,660.3166349
0.918785964,660.709848
0.912548729,661.1030612
0.910403182,661.4962743
0.914689672,661.8894874
0.932353178,662.2827006
0.973274726,662.6759137
1.025788353,663.0691269
1.052823072,663.46234
1.038405161,663.8555532
0.98618623,664.2487663
0.898640943,664.6419794
0.779338059,665.0351926
0.634192986,665.4284057
0.467944296,665.8216189
0.282307776,666.214832
0.083283555,666.6080451
-0.113965501,667.0012583
-0.300308452,667.3944714
-0.477196303,667.7876846
-0.634709827,668.1808977
-0.734466147,668.5741108
-0.772054056,668.967324
-0.764492279,669.3605371
-0.723880006,669.7537503
-0.65569354,670.1469634
-0.57217104,670.5401766
-0.50313831,670.9333897
-0.471197354,671.3266028
-0.467135031,671.719816
-0.481214866,672.1130291
-0.511448211,672.5062423
-0.555615166,672.8994554
-0.611042531,673.2926685
-0.669864738,673.6858817
-0.721506079,674.0790948
-0.767714986,674.472308
-0.81209427,674.8655211
-0.854261254,675.2587342
-0.888426685,675.6519474
-0.898327316,676.0451605
-0.875209599,676.4383737
-0.861309262,676.8315868
-0.879210706,677.2248
-0.899075545,677.6180131
-0.897137786,678.0112262
-0.865223674,678.4044394
-0.803632411,678.7976525
-0.720850215,679.1908657
-0.634108167,679.5840788
-0.561176531,679.9772919
-0.512775833,680.3705051
-0.49061971,680.7637182
-0.484338241,681.1569314
-0.474042482,681.5501445
-0.44786058,681.9433576
-0.408589129,682.3365708
-0.354806716,682.7297839
-0.285795509,683.1229971
-0.214759452,683.5162102
-0.162346153,683.9094234
-0.141537645,684.3026365
-0.150156638,684.6958496
-0.158086481,685.0890628
-0.125544151,685.4822759
-0.05090362,685.8754891
0.049828991,686.2687022
0.151336894,686.6619153
0.228514415,687.0551285
0.263933105,687.4483416
0.254844905,687.8415548
0.21158432,688.2347679
0.149951282,688.627981
0.08733658,689.0211942
0.035847083,689.4144073
-0.002012788,689.8076205
-0.029892447,690.2008336
-0.056416089,690.5940468
-0.098292246,690.9872599
-0.166856048,691.380473
-0.245140908,691.7736862
-0.309726097,692.1668993
-0.340537553,692.5601125
-0.322271226,692.9533256
-0.254378096,693.3465387
-0.159022276,693.7397519
-0.072365427,694.132965
-0.022386571,694.5261782
-0.019915711,694.9193913
-0.054158747,695.3126044
-0.099649663,695.7058176
-0.135443483,696.0990307
-0.151449065,696.4922439
-0.146015151,696.885457
-0.122718853,697.2786702
-0.087297893,697.6718833
-0.04482295,698.0650964
0.002584195,698.4583096
0.059964228,698.8515227
0.146195077,699.2447359
0.278657692,699.637949
0.441505316,700.0311621
0.605162252,700.4243753
0.743508537,700.8175884
0.830933873,701.2108016
0.848631413,701.6040147
0.802316676,701.9972278
0.711878795,702.390441
0.601795837,702.7836541
0.497943168,703.1768673
0.406277058,703.5700804
0.318041401,703.9632936
0.227278634,704.3565067
0.131998727,704.7497198
0.03277328,705.142933
-0.068284244,705.5361461
-0.169515992,705.9293593
-0.272759146,706.3225724
-0.377827708,706.7157855
-0.463906763,707.1089987
-0.51637918,707.5022118
-0.543103905,707.895425
-0.55271079,708.2886381
-0.541035428,708.6818512
-0.50082404,709.0750644
-0.43325822,709.4682775
-0.34517306,709.8614907
-0.23806453,710.2547038
-0.109460694,710.647917
0.029738634,711.0411301
0.161447889,711.4343432
0.279059361,711.8275564
0.3829377,712.2207695
0.472791265,712.6139827
0.549421361,713.0071958
0.61495991,713.4004089
0.65797138,713.7936221
0.66094382,714.1868352
0.628798695,714.5800484
0.584485323,714.9732615
0.532936201,715.3664746
0.468244993,715.7596878
0.394573648,716.1529009
0.322322129,716.5461141
0.248880302,716.9393272
0.164153446,717.3325404
0.075322341,717.7257535
0.008160943,718.1189666
-0.021846187,718.5121798
-0.015696455,718.9053929
0.023987832,719.2986061
0.096135796,719.6918192
0.202062414,720.0850323
0.347027877,720.4782455
0.530784391,720.8714586
0.730927876,721.2646718
0.89410646,721.6578849
0.981987628,722.051098
0.995366087,722.4443112
0.942496926,722.8375243
0.832525501,723.2307375
0.678282939,723.6239506
0.49746137,724.0171638
0.30418586,724.4103769
0.101769446,724.80359
-0.106397186,725.1968032
-0.317046205,725.5900163
-0.520004778,725.9832295
-0.687281138,726.3764426
-0.800429126,726.7696557
-0.866302142,727.1628689
-0.894229205,727.556082
-0.885861793,727.9492952
-0.843466081,728.3425083
-0.781267095,728.7357214
-0.725106876,729.1289346
-0.698096051,729.5221477
-0.699976308,729.9153609
-0.719210452,730.308574
-0.742177848,730.7017872
-0.739101941,731.0950003
-0.706471862,731.4882134
-0.662419424,731.8814266
-0.623673777,732.2746397
-0.60058382,732.6678529
-0.600206532,733.061066
-0.624846188,733.4542791
-0.651055299,733.8474923
-0.644819471,734.2407054
-0.605448814,734.6339186
-0.54859126,735.0271317
-0.480963761,735.4203448
-0.41415743,735.813558
-0.36285224,736.2067711
-0.33475534,736.5999843
-0.33192155,736.9931974
-0.352694057,737.3864106
-0.391572522,737.7796237
-0.437642277,738.1728368
-0.474360202,738.56605
-0.496289437,738.9592631
-0.531949145,739.3524763
-0.590927922,739.7456894
-0.656366816,740.1389025
-0.713420206,740.5321157
-0.751416978,740.9253288
-0.755566466,741.318542
-0.717827486,741.7117551
-0.630919102,742.1049682
-0.494682845,742.4981814
-0.315176824,742.8913945
-0.108955784,743.2846077
0.100302589,743.6778208
0.295548623,744.071034
0.465040265,744.4642471
0.596787052,744.8574602
0.680314967,745.2506734
0.70835195,745.6438865
0.67712597,746.0370997
0.588278996,746.4303128
0.451893359,746.8235259
0.284644674,747.2167391
0.109100653,747.6099522
-0.05995694,748.0031654
-0.221095388,748.3963785
-0.37583963,748.7895916
-0.53150429,749.1828048
-0.70377949,749.5760179
-0.866382405,749.9692311
-0.976335937,750.3624442
-1.016978828,750.7556574
-0.99068019,751.1488705
-0.908191802,751.5420836
-0.783077087,751.9352968
-0.62815192,752.3285099
-0.453377076,752.7217231
-0.265672803,753.1149362
-0.069945889,753.5081493
0.130206894,753.9013625
0.332640102,754.2945756
0.534514961,754.6877888
0.725083599,755.0810019
0.881991376,755.474215
0.985312079,755.8674282
1.0345413,756.2606413
1.034411076,756.6538545
0.98972477,757.0470676
0.914375198,757.4402808
0.839845283,757.8334939
0.783530098,758.226707
0.727306381,758.6199202
0.644518688,759.0131333
0.536286065,759.4063465
0.420097771,759.7995596
0.31172653,760.1927727
0.222141367,760.5859859
0.15874902,760.979199
0.127552773,761.3724122
0.135001964,761.7656253
0.179964162,762.1588384
0.239182891,762.5520516
0.285116437,762.9452647
0.299264894,763.3384779
0.28151215,763.731691
0.243767833,764.1249042
0.185718734,764.5181173
0.111060206,764.9113304
0.038022709,765.3045436
-0.023594082,765.6977567
-0.077590976,766.0909699
-0.134718015,766.484183
-0.194410236,766.8773961
-0.231155306,767.2706093
-0.226927439,767.6638224
-0.177798408,768.0570356
-0.08550909,768.4502487
0.045894256,768.8434618
0.210605398,769.236675
0.398633759,769.6298881
0.590674718,770.0231013
0.762725949,770.4163144
0.898443944,770.8095276
0.977714361,771.2027407
0.992173985,771.5959538
0.954656786,771.989167
0.884416105,772.3823801
0.806278478,772.7755933
0.740904732,773.1688064
0.68990064,773.5620195
0.650363622,773.9552327
0.622097104,774.3484458
0.607500127,774.741659
0.611200527,775.1348721
0.638390926,775.5280852
0.692028756,775.9212984
0.764771593,776.3145115
0.827118684,776.7077247
0.855726414,777.1009378
0.841642571,777.494151
0.782272353,777.8873641
0.687291638,778.2805772
0.567544366,778.6737904
0.431669341,779.0670035
0.30449827,779.4602167
0.212196525,779.8534298
0.158964774,780.2466429
0.127541165,780.6398561
0.100967312,781.0330692
0.07271633,781.4262824
0.042993071,781.8194955
0.015102056,782.2127086
-0.006878334,782.6059218
-0.020647219,782.9991349
-0.029241898,783.3923481
-0.044339097,783.7855612
-0.087799844,784.1787744
-0.180894977,784.5719875
-0.31326055,784.9652006
-0.465785698,785.3584138
-0.62203242,785.7516269
-0.757430453,786.1448401
-0.856350309,786.5380532
-0.917566122,786.9312663
-0.943247209,787.3244795
-0.939101675,787.7176926
-0.919847079,788.1109058
-0.904835775,788.5041189
-0.900305044,788.897332
-0.904445633,789.2905452
-0.916029499,789.6837583
-0.927737776,790.0769715
-0.929247285,790.4701846
-0.925434146,790.8633978
-0.921941761,791.2566109
-0.920509975,791.649824
-0.919994367,792.0430372
-0.917281987,792.4362503
-0.909827501,792.8294635
-0.902690106,793.2226766
-0.901742956,793.6158897
-0.907484237,794.0091029
-0.914376121,794.402316
-0.906425605,794.7955292
-0.870036789,795.1887423
-0.801939219,795.5819554
-0.703951227,795.9751686
-0.573616979,796.3683817
-0.402195134,796.7615949
-0.215741755,797.154808
-0.047337394,797.5480212
0.096435388,797.9412343
0.218614279,798.3344474
0.321419605,798.7276606
0.411267231,799.1208737
0.490205336,799.5140869
0.556358847,799.9073
0.606836635,800.3005131
0.639199188,800.6937263
0.6526144,801.0869394
0.649515079,801.4801526
0.638522748,801.8733657
0.637929511,802.2665788
0.668649752,802.659792
0.724680592,803.0530051
0.778874836,803.4462183
0.813413294,803.8394314
0.839636212,804.2326446
0.868700757,804.6258577
0.872070368,805.0190708
0.84379115,805.412284
0.804108567,805.8054971
0.770915848,806.1987103
0.755370193,806.5919234
0.757519086,806.9851365
0.770464157,807.3783497
0.773742143,807.7715628
0.750547487,808.164776
0.697782134,808.5579891
0.618726079,808.9512022
0.518482137,809.3444154
0.402150673,809.7376285
0.272921097,810.1308417
0.12695754,810.5240548
-0.052411207,810.917268
-0.267297733,811.3104811
-0.475657106,811.7036942
-0.62837845,812.0969074
-0.720899478,812.4901205
-0.776354348,812.8833337
-0.805151955,813.2765468
-0.810869624,813.6697599
-0.795584212,814.0629731
-0.762221058,814.4561862
-0.717837417,814.8493994
-0.678004564,815.2426125
-0.661968325,815.6358256
-0.67333732,816.0290388
-0.708606512,816.4222519
-0.762027712,816.8154651
-0.810868534,817.2086782
-0.834825964,817.6018914
-0.844104572,817.9951045
-0.851788113,818.3883176
-0.857945028,818.7815308
-0.850480642,819.1747439
-0.81458311,819.5679571
-0.761186848,819.9611702
-0.714446906,820.3543833
-0.683783349,820.7475965
-0.667999007,821.1408096
-0.669013058,821.5340228
-0.691307269,821.9272359
-0.716870011,822.320449
-0.719673576,822.7136622
-0.699783146,823.1068753
-0.678352573,823.5000885
-0.668511054,823.8933016
-0.669522759,824.2865148
-0.66833093,824.6797279
-0.649091642,825.072941
-0.619621552,825.4661542
-0.604829453,825.8593673
-0.609114797,826.2525805
-0.626963076,826.6457936
-0.655696816,827.0390067
-0.694071998,827.4322199
-0.741316257,827.825433
-0.796360831,828.2186462
-0.857774583,828.6118593
-0.923606057,829.0050724
-0.989315697,829.3982856
-1.042867188,829.7914987
-1.061612736,830.1847119
-1.045134321,830.577925
-1.01998901,830.9711382
-1.005708126,831.3643513
-1.000711183,831.7575644
-1.000780447,832.1507776
-1.007182302,832.5439907
-1.021172319,832.9372039
-1.028956964,833.330417
-1.01581835,833.7236301
-0.993691245,834.1168433
-0.9749925,834.5100564
-0.9636924,834.9032696
-0.963898429,835.2964827
-0.970687543,835.6896958
-0.964389915,836.082909
-0.931293316,836.4761221
-0.868005467,836.8693353
-0.775485436,837.2625484
-0.655818271,837.6557616
-0.511403611,838.0489747
-0.347099844,838.4421878
-0.172035011,838.835401
0.004107488,839.2286141
0.18272018,839.6218273
0.371350583,840.0150404
0.546081156,840.4082535
0.681173545,840.8014667
0.774118443,841.1946798
0.815649594,841.587893
0.785628508,841.9811061
0.68627235,842.3743192
0.529099755,842.7675324
0.325966357,843.1607455
0.097858941,843.5539587
-0.131438894,843.9471718
-0.3449645,844.340385
-0.522538178,844.7335981
-0.651807098,845.1268112
-0.742583111,845.5200244
-0.802994402,845.9132375
-0.836428543,846.3064507
-0.844599681,846.6996638
-0.825575511,847.0928769
-0.775963543,847.4860901
-0.708866091,847.8793032
-0.662849461,848.2725164
-0.655937012,848.6657295
-0.67297907,849.0589426
-0.684894751,849.4521558
-0.677225434,849.8453689
-0.645994992,850.2385821
-0.591456387,850.6317952
-0.526965679,851.0250084
-0.472216152,851.4182215
-0.415971378,851.8114346
-0.333162417,852.2046478
-0.214767313,852.5978609
-0.075129984,852.9910741
0.063857462,853.3842872
0.198552062,853.7775003
0.328625793,854.1707135
0.450669876,854.5639266
0.560002044,854.9571398
0.651704505,855.3503529
0.721581044,855.743566
0.767354575,856.1367792
0.793801006,856.5299923
0.82029189,856.9232055
0.863020001,857.3164186
0.915307986,857.7096318
0.967847188,858.1028449
1.010935609,858.496058
1.031810962,858.8892712
1.032169156,859.2824843
1.038200614,859.6756975
1.058034025,860.0689106
1.070709882,860.4621237
1.05462892,860.8553369
1.001864831,861.24855
0.912839791,861.6417632
0.79110353,862.0349763
0.640704542,862.4281895
0.464394495,862.8214026
0.267044973,863.2146157
0.066853169,863.6078289
-0.11954178,864.001042
-0.291977755,864.3942552
-0.452703715,864.7874683
-0.599303872,865.1806814
-0.726650408,865.5738946
-0.829061071,865.9671077
-0.901919949,866.3603209
-0.943560342,866.753534
-0.958409359,867.1467471
-0.961765461,867.5399603
-0.974174252,867.9331734
-0.995661513,868.3263866
-1.00515456,868.7195997
-0.983993065,869.1128129
-0.926896032,869.506026
-0.836461699,869.8992391
-0.717371111,870.2924523
-0.57293718,870.6856654
-0.401233563,871.0788786
-0.196366419,871.4720917
0.034834433,871.8653048
0.27430778,872.258518
0.496677966,872.6517311
0.674152442,873.0449443
0.789951826,873.4381574
0.853777197,873.8313705
0.880755054,874.2245837
0.874384175,874.6177968
0.8342277,875.01101
0.764023597,875.4042231
0.681754817,875.7974363
0.617069303,876.1906494
0.581232577,876.5838625
0.568531107,876.9770757
0.572640089,877.3702888
0.590878459,877.763502
0.623086182,878.1567151
0.66989402,878.5499282
0.732338604,878.9431414
0.812786471,879.3363545
0.906886535,879.7295677
0.985958346,880.1227808
1.01531281,880.5159939
0.992386495,880.9092071
0.94426648,881.3024202
0.902805842,881.6956334
0.876998572,882.0888465
0.861040618,882.4820597
0.851434073,882.8752728
0.845306344,883.2684859
0.840539828,883.6616991
